# Modern-Era Retrospective Analysis for Research and Applications (MERRA), version 2
# Provider;National Aeronautics and Space Administration (NASA) / Goddard Space Flight Center
# More information at;http://gmao.gsfc.nasa.gov/reanalysis/MERRA-2
# Site latitude (positive means North);32.041
# Site longitude (positive means East);54.666
# Site altitude (m);1595
# Date beginning;2021-01-01
# Date end;2021-12-31
# Time reference (hour);UT
# Summarization (period of integration);Hour (h)
# Date - Instant;The date or instant given for each value corresponds to the end of the summarization

# Columns:
# Temperature (K);Temperature at 2 m above ground
# Relative humidity (%);Relative humidity at 2 m above ground
# Pressure (hPa);Pressure at ground level
# Wind speed (m/s);Wind speed at 10 m above ground
# Wind direction (deg);Wind direction at 10 m above ground (0 means from North, 90 from East...)
# Rainfall (kg/m2);Rainfall (= rain depth in mm)
# Snowfall (kg/m2);Snowfall
# Snow depth (m);Snow depth
# Short-wave irradiation (Wh/m2);Surface incoming shortwave irradiation (broadband)

# MERRA-2 meteorological data
# Date;UT time;Temperature;Relative Humidity;Pressure;Wind speed;Wind direction;Rainfall;Snowfall;Snow depth;Short-wave irradiation
2021-01-01;01:00;271.88;41.43;864.71;2.07;278.93;0.000000;0.000000;0.000000;0.0000
2021-01-01;02:00;271.86;41.49;864.98;2.09;287.83;0.000000;0.000000;0.000000;0.0000
2021-01-01;03:00;271.93;41.26;865.43;2.00;296.75;0.000000;0.000000;0.000000;0.0000
2021-01-01;04:00;272.12;41.37;865.94;1.84;303.53;0.000000;0.000000;0.000000;27.7493
2021-01-01;05:00;274.52;40.82;866.40;1.68;306.28;0.000000;0.000000;0.000000;204.6474
2021-01-01;06:00;277.56;26.50;866.74;1.68;338.61;0.000000;0.000000;0.000000;396.1828
2021-01-01;07:00;280.13;19.78;866.65;1.95;0.94;0.000000;0.000000;0.000000;546.3277
2021-01-01;08:00;281.83;16.20;866.15;2.17;2.98;0.000000;0.000000;0.000000;637.5080
2021-01-01;09:00;283.04;14.11;865.41;2.42;3.10;0.000000;0.000000;0.000000;661.9896
2021-01-01;10:00;283.63;13.15;864.69;2.62;4.95;0.000000;0.000000;0.000000;617.8484
2021-01-01;11:00;283.63;12.86;864.24;2.75;8.90;0.000000;0.000000;0.000000;508.9271
2021-01-01;12:00;283.02;13.28;864.13;2.79;14.05;0.000000;0.000000;0.000000;345.3399
2021-01-01;13:00;280.71;25.47;864.23;2.23;22.37;0.000000;0.000000;0.000000;147.4554
2021-01-01;14:00;276.40;33.68;864.45;2.55;33.11;0.000000;0.000000;0.000000;6.6789
2021-01-01;15:00;275.09;33.44;864.78;2.49;40.98;0.000000;0.000000;0.000000;0.0000
2021-01-01;16:00;274.47;33.15;864.99;2.21;44.76;0.000000;0.000000;0.000000;0.0000
2021-01-01;17:00;274.00;32.79;865.12;1.87;43.16;0.000000;0.000000;0.000000;0.0000
2021-01-01;18:00;273.58;32.25;865.16;1.48;36.93;0.000000;0.000000;0.000000;0.0000
2021-01-01;19:00;273.31;32.00;865.11;1.05;24.05;0.000000;0.000000;0.000000;0.0000
2021-01-01;20:00;273.09;31.69;864.93;0.71;350.75;0.000000;0.000000;0.000000;0.0000
2021-01-01;21:00;272.59;32.71;864.71;0.89;305.68;0.000000;0.000000;0.000000;0.0000
2021-01-01;22:00;272.09;33.94;864.74;1.33;290.59;0.000000;0.000000;0.000000;0.0000
2021-01-01;23:00;271.62;35.48;864.82;1.72;290.62;0.000000;0.000000;0.000000;0.0000
2021-01-01;24:00;271.17;37.24;864.87;2.01;295.15;0.000000;0.000000;0.000000;0.0000
2021-01-02;01:00;270.87;38.27;864.97;2.17;299.20;0.000000;0.000000;0.000000;0.0000
2021-01-02;02:00;270.76;38.77;865.25;2.18;300.27;0.000000;0.000000;0.000000;0.0000
2021-01-02;03:00;270.77;38.75;865.63;2.13;297.40;0.000000;0.000000;0.000000;0.0000
2021-01-02;04:00;270.97;39.59;866.11;2.05;291.09;0.000000;0.000000;0.000000;29.1016
2021-01-02;05:00;273.90;35.48;866.65;2.15;282.62;0.000000;0.000000;0.000000;209.3540
2021-01-02;06:00;277.08;22.80;866.98;1.95;299.71;0.000000;0.000000;0.000000;402.1529
2021-01-02;07:00;279.57;18.00;866.85;1.76;331.08;0.000000;0.000000;0.000000;552.3576
2021-01-02;08:00;281.26;15.14;866.30;1.97;345.15;0.000000;0.000000;0.000000;643.9268
2021-01-02;09:00;282.43;13.55;865.53;2.39;353.44;0.000000;0.000000;0.000000;668.3881
2021-01-02;10:00;283.15;12.60;864.90;2.78;359.36;0.000000;0.000000;0.000000;623.3878
2021-01-02;11:00;283.31;12.29;864.57;3.06;4.94;0.000000;0.000000;0.000000;514.2114
2021-01-02;12:00;282.78;12.77;864.61;3.25;9.13;0.000000;0.000000;0.000000;349.8069
2021-01-02;13:00;280.22;25.50;864.93;2.40;12.96;0.000000;0.000000;0.000000;150.5274
2021-01-02;14:00;276.18;31.26;865.31;2.48;17.59;0.000000;0.000000;0.000000;7.0790
2021-01-02;15:00;275.26;30.28;865.69;2.22;20.25;0.000000;0.000000;0.000000;0.0000
2021-01-02;16:00;274.92;29.43;865.96;1.77;18.72;0.000000;0.000000;0.000000;0.0000
2021-01-02;17:00;274.58;28.88;866.00;1.32;7.37;0.000000;0.000000;0.000000;0.0000
2021-01-02;18:00;274.10;29.33;865.84;1.08;339.83;0.000000;0.000000;0.000000;0.0000
2021-01-02;19:00;273.42;30.12;865.50;1.23;309.95;0.000000;0.000000;0.000000;0.0000
2021-01-02;20:00;272.70;31.66;865.12;1.62;294.82;0.000000;0.000000;0.000000;0.0000
2021-01-02;21:00;271.95;33.71;864.71;2.01;290.76;0.000000;0.000000;0.000000;0.0000
2021-01-02;22:00;271.40;35.26;864.52;2.29;293.07;0.000000;0.000000;0.000000;0.0000
2021-01-02;23:00;270.89;37.12;864.44;2.56;297.55;0.000000;0.000000;0.000000;0.0000
2021-01-02;24:00;270.46;39.15;864.38;2.75;300.64;0.000000;0.000000;0.000000;0.0000
2021-01-03;01:00;270.21;40.51;864.39;2.83;301.96;0.000000;0.000000;0.000000;0.0000
2021-01-03;02:00;270.07;41.46;864.63;2.86;300.70;0.000000;0.000000;0.000000;0.0000
2021-01-03;03:00;270.00;42.27;865.03;2.87;296.96;0.000000;0.000000;0.000000;0.0000
2021-01-03;04:00;270.31;43.39;865.56;2.81;291.45;0.000000;0.000000;0.000000;29.3831
2021-01-03;05:00;274.18;34.05;866.08;3.04;285.96;0.000000;0.000000;0.000000;209.0627
2021-01-03;06:00;277.43;24.39;866.40;3.07;299.90;0.000000;0.000000;0.000000;401.0525
2021-01-03;07:00;280.06;19.49;866.15;2.77;321.62;0.000000;0.000000;0.000000;550.7485
2021-01-03;08:00;282.10;14.92;865.40;2.73;340.15;0.000000;0.000000;0.000000;641.9150
2021-01-03;09:00;283.44;12.67;864.55;2.92;352.71;0.000000;0.000000;0.000000;666.4992
2021-01-03;10:00;284.13;11.82;863.90;3.28;357.23;0.000000;0.000000;0.000000;622.2149
2021-01-03;11:00;284.26;11.64;863.55;3.59;0.21;0.000000;0.000000;0.000000;512.9099
2021-01-03;12:00;283.71;12.22;863.55;3.77;3.40;0.000000;0.000000;0.000000;348.6391
2021-01-03;13:00;280.80;24.65;863.79;2.72;6.50;0.000000;0.000000;0.000000;150.0374
2021-01-03;14:00;276.18;32.30;864.20;2.96;10.68;0.000000;0.000000;0.000000;7.1710
2021-01-03;15:00;274.92;33.02;864.56;2.81;14.64;0.000000;0.000000;0.000000;0.0000
2021-01-03;16:00;274.23;33.74;864.72;2.50;17.04;0.000000;0.000000;0.000000;0.0000
2021-01-03;17:00;273.83;33.73;864.68;2.09;16.38;0.000000;0.000000;0.000000;0.0000
2021-01-03;18:00;273.64;33.29;864.43;1.62;9.33;0.000000;0.000000;0.000000;0.0000
2021-01-03;19:00;273.50;32.99;864.05;1.27;351.75;0.000000;0.000000;0.000000;0.0000
2021-01-03;20:00;273.11;33.63;863.74;1.28;328.56;0.000000;0.000000;0.000000;0.0000
2021-01-03;21:00;272.46;34.96;863.40;1.61;316.05;0.000000;0.000000;0.000000;0.0000
2021-01-03;22:00;271.79;36.68;863.28;1.97;315.42;0.000000;0.000000;0.000000;0.0000
2021-01-03;23:00;271.16;38.75;863.23;2.29;318.98;0.000000;0.000000;0.000000;0.0000
2021-01-03;24:00;270.51;41.81;863.23;2.58;321.08;0.000000;0.000000;0.000000;0.0000
2021-01-04;01:00;269.99;44.50;863.41;2.75;319.33;0.000000;0.000000;0.000000;0.0000
2021-01-04;02:00;269.68;46.43;863.84;2.79;314.37;0.000000;0.000000;0.000000;0.0000
2021-01-04;03:00;269.58;47.61;864.28;2.70;308.87;0.000000;0.000000;0.000000;0.0000
2021-01-04;04:00;269.91;48.23;864.64;2.55;304.24;0.000000;0.000000;0.000000;29.0814
2021-01-04;05:00;273.44;38.21;864.94;2.98;301.44;0.000000;0.000000;0.000000;207.6656
2021-01-04;06:00;276.44;29.85;865.11;3.04;320.45;0.000000;0.000000;0.000000;399.3265
2021-01-04;07:00;279.63;21.47;864.92;3.73;350.80;0.000000;0.000000;0.000000;549.1255
2021-01-04;08:00;281.71;16.60;864.31;4.32;359.88;0.000000;0.000000;0.000000;640.2825
2021-01-04;09:00;282.93;14.55;863.59;4.92;2.05;0.000000;0.000000;0.000000;664.6428
2021-01-04;10:00;283.37;13.94;863.13;5.31;1.46;0.000000;0.000000;0.000000;619.8854
2021-01-04;11:00;283.15;14.16;863.02;5.48;1.48;0.000000;0.000000;0.000000;509.8757
2021-01-04;12:00;282.21;15.40;863.34;5.47;1.72;0.000000;0.000000;0.000000;342.0007
2021-01-04;13:00;279.51;22.73;863.85;4.07;4.21;0.000000;0.000000;0.000000;139.9889
2021-01-04;14:00;274.23;37.58;864.35;3.50;9.48;0.000000;0.000000;0.000000;6.3452
2021-01-04;15:00;272.53;42.08;864.77;3.33;13.73;0.000000;0.000000;0.000000;0.0000
2021-01-04;16:00;271.49;45.52;864.96;2.98;13.92;0.000000;0.000000;0.000000;0.0000
2021-01-04;17:00;270.83;47.46;865.04;2.61;7.89;0.000000;0.000000;0.000000;0.0000
2021-01-04;18:00;270.31;48.61;865.14;2.44;355.00;0.000000;0.000000;0.000000;0.0000
2021-01-04;19:00;269.68;50.34;865.15;2.54;341.67;0.000000;0.000000;0.000000;0.0000
2021-01-04;20:00;269.18;52.30;865.10;2.73;333.54;0.000000;0.000000;0.000000;0.0000
2021-01-04;21:00;268.91;54.22;865.12;2.85;330.63;0.000000;0.000001;0.000000;0.0000
2021-01-04;22:00;269.15;57.38;865.19;2.76;334.70;0.000000;0.000001;0.000000;0.0000
2021-01-04;23:00;269.46;61.73;865.12;2.52;335.44;0.000000;0.000012;0.000000;0.0000
2021-01-04;24:00;269.58;66.22;864.88;2.28;330.83;0.000000;0.000072;0.000000;0.0000
2021-01-05;01:00;269.37;71.63;864.87;2.24;321.25;0.000000;0.000053;0.000000;0.0000
2021-01-05;02:00;269.15;75.47;865.14;2.30;311.28;0.000000;0.000003;0.000000;0.0000
2021-01-05;03:00;269.07;76.95;865.51;2.36;303.34;0.000000;0.000000;0.000000;0.0000
2021-01-05;04:00;269.27;75.60;865.95;2.31;299.94;0.000000;0.000000;0.000000;25.9785
2021-01-05;05:00;272.17;60.62;866.49;2.96;306.12;0.000000;0.000000;0.000000;200.5872
2021-01-05;06:00;275.17;44.56;866.83;2.64;344.03;0.000000;0.000000;0.000000;389.9085
2021-01-05;07:00;277.59;33.52;866.68;3.03;8.25;0.000000;0.000000;0.000000;537.3364
2021-01-05;08:00;279.12;29.55;866.06;3.22;12.80;0.000000;0.000000;0.000000;627.0909
2021-01-05;09:00;280.15;27.68;865.29;3.36;13.04;0.000000;0.000000;0.000000;650.9331
2021-01-05;10:00;280.73;26.99;864.77;3.32;11.82;0.000000;0.000000;0.000000;606.4771
2021-01-05;11:00;280.86;27.18;864.54;3.16;10.69;0.000000;0.000000;0.000000;497.8364
2021-01-05;12:00;280.45;28.48;864.53;3.01;12.30;0.000000;0.000000;0.000000;335.8312
2021-01-05;13:00;278.81;36.02;864.67;2.48;20.54;0.000000;0.000000;0.000000;142.2332
2021-01-05;14:00;274.67;50.11;864.83;2.59;35.70;0.000000;0.000000;0.000000;6.7713
2021-01-05;15:00;273.45;52.93;865.08;2.64;47.84;0.000000;0.000000;0.000000;0.0000
2021-01-05;16:00;272.74;55.23;865.23;2.51;58.35;0.000000;0.000000;0.000000;0.0000
2021-01-05;17:00;272.11;57.11;865.30;2.31;67.54;0.000000;0.000000;0.000000;0.0000
2021-01-05;18:00;271.64;58.17;865.37;2.05;76.28;0.000000;0.000000;0.000000;0.0000
2021-01-05;19:00;271.43;58.34;865.39;1.76;84.43;0.000000;0.000000;0.000000;0.0000
2021-01-05;20:00;271.49;57.63;865.34;1.33;93.49;0.000000;0.000000;0.000000;0.0000
2021-01-05;21:00;271.59;56.79;865.29;0.84;106.12;0.000000;0.000000;0.000000;0.0000
2021-01-05;22:00;271.62;56.32;865.33;0.44;141.91;0.000000;0.000000;0.000000;0.0000
2021-01-05;23:00;271.54;56.34;865.23;0.41;213.40;0.000000;0.000000;0.000000;0.0000
2021-01-05;24:00;271.42;56.63;865.04;0.63;257.84;0.000000;0.000000;0.000000;0.0000
2021-01-06;01:00;271.26;57.22;865.11;0.89;287.65;0.000000;0.000000;0.000000;0.0000
2021-01-06;02:00;270.97;58.58;865.55;1.17;310.03;0.000000;0.000000;0.000000;0.0000
2021-01-06;03:00;270.64;60.25;866.19;1.43;323.08;0.000000;0.000000;0.000000;0.0000
2021-01-06;04:00;270.53;61.53;866.88;1.56;329.48;0.000000;0.000000;0.000000;27.1340
2021-01-06;05:00;272.95;53.39;867.50;2.05;341.75;0.000000;0.000000;0.000000;196.6569
2021-01-06;06:00;275.59;46.17;867.94;2.94;2.35;0.000000;0.000000;0.000000;383.7642
2021-01-06;07:00;277.35;41.58;867.84;3.66;353.47;0.000001;0.000000;0.000000;531.6670
2021-01-06;08:00;278.59;37.80;867.19;4.36;344.67;0.000001;0.000000;0.000000;622.5737
2021-01-06;09:00;279.41;34.66;866.45;4.98;340.61;0.000001;0.000000;0.000000;647.8683
2021-01-06;10:00;279.75;32.31;866.01;5.38;340.22;0.000001;0.000000;0.000000;603.6637
2021-01-06;11:00;279.62;31.10;866.05;5.49;342.10;0.000001;0.000000;0.000000;497.4599
2021-01-06;12:00;278.93;31.65;866.39;5.33;344.88;0.000000;0.000000;0.000000;337.5065
2021-01-06;13:00;277.32;36.04;866.86;4.21;348.84;0.000000;0.000000;0.000000;144.4344
2021-01-06;14:00;272.92;52.41;867.36;2.77;357.00;0.000000;0.000000;0.000000;7.1761
2021-01-06;15:00;271.83;55.82;867.91;2.42;3.02;0.000000;0.000000;0.000000;0.0000
2021-01-06;16:00;271.54;57.13;868.28;1.96;6.40;0.000000;0.000000;0.000000;0.0000
2021-01-06;17:00;271.44;57.89;868.41;1.54;3.60;0.000000;0.000000;0.000000;0.0000
2021-01-06;18:00;271.34;58.84;868.41;1.22;350.75;0.000000;0.000000;0.000000;0.0000
2021-01-06;19:00;271.10;60.16;868.30;1.10;326.26;0.000000;0.000000;0.000000;0.0000
2021-01-06;20:00;270.70;62.00;868.16;1.26;305.04;0.000000;0.000000;0.000000;0.0000
2021-01-06;21:00;270.20;64.14;868.11;1.57;297.02;0.000000;0.000000;0.000000;0.0000
2021-01-06;22:00;269.81;65.53;868.23;1.85;295.42;0.000000;0.000000;0.000000;0.0000
2021-01-06;23:00;269.55;66.11;868.21;2.08;298.27;0.000000;0.000000;0.000000;0.0000
2021-01-06;24:00;269.34;66.43;868.03;2.24;302.67;0.000000;0.000000;0.000000;0.0000
2021-01-07;01:00;269.26;66.21;868.05;2.29;307.58;0.000000;0.000000;0.000000;0.0000
2021-01-07;02:00;269.29;65.49;868.37;2.24;311.74;0.000000;0.000000;0.000000;0.0000
2021-01-07;03:00;269.43;64.26;868.86;2.11;314.23;0.000000;0.000000;0.000000;0.0000
2021-01-07;04:00;269.90;61.89;869.38;1.80;313.91;0.000000;0.000000;0.000000;30.0128
2021-01-07;05:00;272.77;51.14;869.87;1.65;322.36;0.000000;0.000000;0.000000;208.7113
2021-01-07;06:00;275.61;37.57;870.20;2.03;18.62;0.000000;0.000000;0.000000;401.4962
2021-01-07;07:00;277.55;28.11;870.08;2.24;32.15;0.000000;0.000000;0.000000;552.9556
2021-01-07;08:00;278.97;22.78;869.39;2.25;37.24;0.000000;0.000000;0.000000;645.5153
2021-01-07;09:00;280.01;19.62;868.40;2.28;38.90;0.000000;0.000000;0.000000;670.9658
2021-01-07;10:00;280.63;17.68;867.74;2.34;40.51;0.000000;0.000000;0.000000;627.0587
2021-01-07;11:00;280.81;16.64;867.43;2.40;41.81;0.000000;0.000000;0.000000;517.5613
2021-01-07;12:00;280.38;16.69;867.43;2.45;42.20;0.000000;0.000000;0.000000;353.0036
2021-01-07;13:00;278.25;27.36;867.53;1.89;42.22;0.000000;0.000000;0.000000;153.7213
2021-01-07;14:00;274.80;31.69;867.76;2.03;45.09;0.000000;0.000000;0.000000;8.1405
2021-01-07;15:00;273.73;31.83;868.15;2.04;51.41;0.000000;0.000000;0.000000;0.0000
2021-01-07;16:00;273.03;32.65;868.40;1.97;60.86;0.000000;0.000000;0.000000;0.0000
2021-01-07;17:00;272.47;33.28;868.52;1.82;73.04;0.000000;0.000000;0.000000;0.0000
2021-01-07;18:00;272.11;33.68;868.41;1.59;89.41;0.000000;0.000000;0.000000;0.0000
2021-01-07;19:00;271.81;33.82;868.15;1.39;111.01;0.000000;0.000000;0.000000;0.0000
2021-01-07;20:00;271.42;34.64;867.79;1.35;136.48;0.000000;0.000000;0.000000;0.0000
2021-01-07;21:00;270.99;35.68;867.42;1.45;160.28;0.000000;0.000000;0.000000;0.0000
2021-01-07;22:00;270.62;36.63;867.32;1.57;178.19;0.000000;0.000000;0.000000;0.0000
2021-01-07;23:00;270.34;37.33;867.30;1.65;194.76;0.000000;0.000000;0.000000;0.0000
2021-01-07;24:00;270.08;38.03;867.13;1.75;210.30;0.000000;0.000000;0.000000;0.0000
2021-01-08;01:00;269.94;38.18;867.15;1.82;221.28;0.000000;0.000000;0.000000;0.0000
2021-01-08;02:00;269.98;37.70;867.43;1.83;227.60;0.000000;0.000000;0.000000;0.0000
2021-01-08;03:00;270.13;36.74;867.93;1.80;231.79;0.000000;0.000000;0.000000;0.0000
2021-01-08;04:00;270.55;36.77;868.27;1.73;234.00;0.000000;0.000000;0.000000;32.7416
2021-01-08;05:00;273.29;31.73;868.61;1.78;231.98;0.000000;0.000000;0.000000;217.8548
2021-01-08;06:00;276.24;20.35;868.91;0.77;190.13;0.000000;0.000000;0.000000;412.7428
2021-01-08;07:00;278.56;15.47;868.75;0.90;108.38;0.000000;0.000000;0.000000;564.3821
2021-01-08;08:00;280.04;13.46;868.06;1.02;84.44;0.000000;0.000000;0.000000;656.6664
2021-01-08;09:00;281.45;11.62;867.14;1.43;58.92;0.000000;0.000000;0.000000;681.3777
2021-01-08;10:00;282.49;10.30;866.44;1.86;55.30;0.000000;0.000000;0.000000;636.6218
2021-01-08;11:00;282.76;9.93;866.04;2.10;59.43;0.000000;0.000000;0.000000;526.1560
2021-01-08;12:00;282.28;10.35;865.95;2.28;65.24;0.000000;0.000000;0.000000;360.1731
2021-01-08;13:00;279.45;23.52;866.05;1.88;71.08;0.000000;0.000000;0.000000;158.5611
2021-01-08;14:00;276.04;23.38;866.32;2.15;75.57;0.000000;0.000000;0.000000;8.8052
2021-01-08;15:00;274.89;23.43;866.67;2.14;79.85;0.000000;0.000000;0.000000;0.0000
2021-01-08;16:00;274.22;24.11;866.83;2.00;85.31;0.000000;0.000000;0.000000;0.0000
2021-01-08;17:00;273.69;24.66;866.83;1.81;93.81;0.000000;0.000000;0.000000;0.0000
2021-01-08;18:00;273.27;24.96;866.81;1.62;106.97;0.000000;0.000000;0.000000;0.0000
2021-01-08;19:00;272.94;25.20;866.62;1.46;125.20;0.000000;0.000000;0.000000;0.0000
2021-01-08;20:00;272.59;25.71;866.38;1.35;149.26;0.000000;0.000000;0.000000;0.0000
2021-01-08;21:00;272.29;26.11;866.23;1.40;175.48;0.000000;0.000000;0.000000;0.0000
2021-01-08;22:00;271.93;26.77;866.32;1.59;195.07;0.000000;0.000000;0.000000;0.0000
2021-01-08;23:00;271.61;27.87;866.34;1.74;208.53;0.000000;0.000000;0.000000;0.0000
2021-01-08;24:00;271.51;27.85;866.10;1.78;219.51;0.000000;0.000000;0.000000;0.0000
2021-01-09;01:00;271.63;27.42;865.93;1.70;229.15;0.000000;0.000000;0.000000;0.0000
2021-01-09;02:00;271.86;26.51;866.10;1.56;236.78;0.000000;0.000000;0.000000;0.0000
2021-01-09;03:00;272.03;25.68;866.52;1.41;242.02;0.000000;0.000000;0.000000;0.0000
2021-01-09;04:00;272.32;25.97;866.93;1.26;246.08;0.000000;0.000000;0.000000;33.9762
2021-01-09;05:00;274.54;24.31;867.42;1.18;247.99;0.000000;0.000000;0.000000;221.2189
2021-01-09;06:00;277.17;15.77;867.94;0.57;206.94;0.000000;0.000000;0.000000;416.8906
2021-01-09;07:00;280.09;11.86;867.96;1.10;111.75;0.000000;0.000000;0.000000;569.0071
2021-01-09;08:00;282.27;9.56;867.41;1.64;105.55;0.000000;0.000000;0.000000;661.5870
2021-01-09;09:00;283.60;8.60;866.53;1.91;106.38;0.000000;0.000000;0.000000;686.5579
2021-01-09;10:00;284.28;8.25;865.80;2.25;109.92;0.000000;0.000000;0.000000;641.6856
2021-01-09;11:00;284.39;8.24;865.31;2.45;112.10;0.000000;0.000000;0.000000;531.0880
2021-01-09;12:00;283.86;8.95;865.07;2.39;112.58;0.000000;0.000000;0.000000;364.5556
2021-01-09;13:00;280.98;19.49;865.09;1.64;105.00;0.000000;0.000000;0.000000;161.9450
2021-01-09;14:00;278.02;18.13;865.39;1.53;93.72;0.000000;0.000000;0.000000;9.4056
2021-01-09;15:00;277.08;18.26;865.88;1.33;87.33;0.000000;0.000000;0.000000;0.0000
2021-01-09;16:00;276.51;18.27;866.15;1.02;94.46;0.000000;0.000000;0.000000;0.0000
2021-01-09;17:00;276.03;18.40;866.18;0.75;120.67;0.000000;0.000000;0.000000;0.0000
2021-01-09;18:00;275.48;19.09;866.07;0.73;159.67;0.000000;0.000000;0.000000;0.0000
2021-01-09;19:00;275.08;19.02;865.78;0.97;188.64;0.000000;0.000000;0.000000;0.0000
2021-01-09;20:00;274.49;20.07;865.41;1.29;203.91;0.000000;0.000000;0.000000;0.0000
2021-01-09;21:00;274.02;20.41;865.14;1.57;211.26;0.000000;0.000000;0.000000;0.0000
2021-01-09;22:00;273.75;20.97;865.15;1.71;213.63;0.000000;0.000000;0.000000;0.0000
2021-01-09;23:00;273.43;21.13;865.20;1.79;216.23;0.000000;0.000000;0.000000;0.0000
2021-01-09;24:00;273.07;22.08;865.07;1.90;219.77;0.000000;0.000000;0.000000;0.0000
2021-01-10;01:00;272.85;22.38;864.97;1.95;223.17;0.000000;0.000000;0.000000;0.0000
2021-01-10;02:00;272.90;21.70;865.17;1.85;225.92;0.000000;0.000000;0.000000;0.0000
2021-01-10;03:00;273.10;20.83;865.59;1.60;227.03;0.000000;0.000000;0.000000;0.0000
2021-01-10;04:00;273.58;20.53;865.89;1.30;225.83;0.000000;0.000000;0.000000;35.5820
2021-01-10;05:00;275.83;23.68;866.18;0.98;218.43;0.000000;0.000000;0.000000;225.4403
2021-01-10;06:00;278.31;13.34;866.61;0.93;176.70;0.000000;0.000000;0.000000;422.0479
2021-01-10;07:00;281.26;10.18;866.66;1.51;143.24;0.000000;0.000000;0.000000;574.6131
2021-01-10;08:00;283.67;7.88;865.98;1.82;137.62;0.000000;0.000000;0.000000;667.4161
2021-01-10;09:00;285.17;6.79;864.95;2.02;140.42;0.000000;0.000000;0.000000;692.3776
2021-01-10;10:00;285.98;6.36;864.06;2.29;139.31;0.000000;0.000000;0.000000;647.2365
2021-01-10;11:00;286.20;6.26;863.58;2.43;136.93;0.000000;0.000000;0.000000;536.0117
2021-01-10;12:00;285.66;7.44;863.34;2.18;132.96;0.000000;0.000000;0.000000;368.7955
2021-01-10;13:00;282.71;18.04;863.44;1.63;115.27;0.000000;0.000000;0.000000;165.1521
2021-01-10;14:00;279.66;15.99;863.80;1.92;99.73;0.000000;0.000000;0.000000;10.0229
2021-01-10;15:00;278.29;16.15;864.32;2.03;97.98;0.000000;0.000000;0.000000;0.0000
2021-01-10;16:00;277.44;16.75;864.60;1.96;103.78;0.000000;0.000000;0.000000;0.0000
2021-01-10;17:00;276.84;17.12;864.57;1.81;115.91;0.000000;0.000000;0.000000;0.0000
2021-01-10;18:00;276.34;17.45;864.41;1.70;134.19;0.000000;0.000000;0.000000;0.0000
2021-01-10;19:00;275.82;17.80;864.08;1.71;157.01;0.000000;0.000000;0.000000;0.0000
2021-01-10;20:00;275.24;18.16;863.69;1.86;179.12;0.000000;0.000000;0.000000;0.0000
2021-01-10;21:00;274.64;19.11;863.40;2.07;196.44;0.000000;0.000000;0.000000;0.0000
2021-01-10;22:00;274.15;20.30;863.43;2.24;208.65;0.000000;0.000000;0.000000;0.0000
2021-01-10;23:00;273.86;20.88;863.49;2.34;217.76;0.000000;0.000000;0.000000;0.0000
2021-01-10;24:00;273.71;21.15;863.39;2.41;223.81;0.000000;0.000000;0.000000;0.0000
2021-01-11;01:00;273.69;21.12;863.40;2.43;225.41;0.000000;0.000000;0.000000;0.0000
2021-01-11;02:00;273.82;20.78;863.76;2.36;222.56;0.000000;0.000000;0.000000;0.0000
2021-01-11;03:00;273.99;20.39;864.23;2.26;217.29;0.000000;0.000000;0.000000;0.0000
2021-01-11;04:00;274.24;21.02;864.53;2.21;211.03;0.000000;0.000000;0.000000;36.0734
2021-01-11;05:00;277.01;25.47;864.79;2.05;205.30;0.000000;0.000000;0.000000;225.0321
2021-01-11;06:00;280.27;11.96;865.19;2.32;198.49;0.000000;0.000000;0.000000;420.3007
2021-01-11;07:00;283.61;9.16;865.32;2.04;186.28;0.000000;0.000000;0.000000;571.9706
2021-01-11;08:00;286.33;7.38;864.86;1.86;188.57;0.000000;0.000000;0.000000;664.0034
2021-01-11;09:00;287.80;6.82;864.19;1.57;198.25;0.000000;0.000000;0.000000;688.4699
2021-01-11;10:00;288.62;6.57;863.72;1.09;213.51;0.000000;0.000000;0.000000;642.9719
2021-01-11;11:00;288.93;6.52;863.55;0.46;255.64;0.000000;0.000000;0.000000;531.8903
2021-01-11;12:00;288.54;7.25;863.56;0.69;357.74;0.000000;0.000000;0.000000;365.3780
2021-01-11;13:00;285.47;19.30;863.82;1.48;32.01;0.000000;0.000000;0.000000;163.2099
2021-01-11;14:00;281.44;18.15;864.35;2.34;45.69;0.000000;0.000000;0.000000;10.0392
2021-01-11;15:00;279.91;18.26;865.00;2.45;59.32;0.000000;0.000000;0.000000;0.0000
2021-01-11;16:00;279.40;17.87;865.46;2.16;77.84;0.000000;0.000000;0.000000;0.0000
2021-01-11;17:00;279.08;17.31;865.75;1.80;107.07;0.000000;0.000000;0.000000;0.0000
2021-01-11;18:00;278.50;17.01;865.94;1.70;141.93;0.000000;0.000000;0.000000;0.0000
2021-01-11;19:00;277.75;17.44;865.88;1.79;170.28;0.000000;0.000000;0.000000;0.0000
2021-01-11;20:00;277.07;18.02;865.49;1.89;192.20;0.000000;0.000000;0.000000;0.0000
2021-01-11;21:00;276.63;18.36;865.14;1.91;211.14;0.000000;0.000000;0.000000;0.0000
2021-01-11;22:00;276.19;18.83;865.20;1.97;228.04;0.000000;0.000000;0.000000;0.0000
2021-01-11;23:00;275.74;19.35;865.46;2.05;238.52;0.000000;0.000000;0.000000;0.0000
